date,type,operator,fatalities,location,country,cat,year
??-???-1936,Curtiss AT-32C Condor II,CÃ³ndor Peruana de AviaciÃ³n,6.146275647879436,Pias,Peru,A1,1936
20-JAN-1937,Ford 5-AT-C Tri-Motor,DePonti Aviation Company,0.0,"Sioux City, IA",USA,O1,1937
26-JAN-1937,Sabca Savoia-Marchetti S.73P,Sabena,12.0,near Oran-es Senia Ai...,Algeria,A1,1937
09-FEB-1937,Douglas DC-3A-197,United Airlines,11.0,near San Francisco Mu...,USA,A1,1937
16-FEB-1937,Junkers Ju-52/3m,HISMA,6.146275647879436,Jarama,Spain,C1,1937
18-FEB-1937,Douglas DC-2-112,Eastern Air Lines,0.0,Atlanta Municipa...,USA,A1,1937
13-MAR-1937,Junkers Ju-52/3m,HISMA,6.146275647879436,Guadalajara,Spain,C1,1937
16-MAR-1937,DH.86 Express,Imperial Airways,3.0,Elsdorf,Germany,A1,1937
24-MAR-1937,Short S.23 Empire Flying Boat Mk I,Imperial Airways,5.0,near Ouroux,France,A1,1937
25-MAR-1937,Douglas DC-2-112,TWA,13.0,"near Clifton, PA",USA,A1,1937
??-MAR-1937,Douglas DC-2-115B,LAPE,6.146275647879436,Valencia,Spain,A1,1937
??-MAR-1937,Douglas DC-2-115B,LAPE,6.146275647879436,unknown,Unknown country,U1,1937
01-APR-1937,Ford 5-AT-C Tri-Motor,Star Air Service,0.0,"Lake Spenard, AK",USA,A1,1937
03-APR-1937,Douglas DC-3-194B,KLM,8.0,"near McNary, AZ",USA,A1,1937
06-APR-1937,Douglas DC-2-115M,LAPE,0.0,Santander-La Alb...,Spain,C1,1937
06-APR-1937,Junkers Ju-52/3mg3e,German AF,6.146275647879436,Liegnitz,Germany,A1,1937
07-MAY-1937,Douglas C-33 (DC-2),USAAC,0.0,"near Clay Springs, AZ",USA,A1,1937
29-MAY-1937,Ford 4-AT-B Tri-Motor,Private,0.0,"Belleville, IL",USA,A1,1937
31-MAY-1937,Handley Page HP.42E,Imperial Airways,0.0,Karachi,Pakistan,O1,1937
02-JUN-1937,Sikorsky S-43,Chilean AF,9.0,near Ancud,Chile,A1,1937
16-JUN-1937,Junkers Ju-52/3msai,South African Airways,1.0,Johannesburg/Ger...,South Africa,A1,1937
28-JUL-1937,Douglas DC-2-115L,KLM,15.0,near Beert,Belgium,A1,1937
01-AUG-1937,Junkers Ju-52/3m,Eurasia,6.146275647879436,Kunming,China,A1,1937
02-AUG-1937,Sikorsky S-43B,Panagra,14.0,near CristÃ³bal,Panama,A1,1937
02-AUG-1937,Savoia-Marchetti S.73,Ala Littoria,9.0,Wadi Halfa Airpo...,Sudan,A1,1937
06-AUG-1937,Douglas DC-2-152,"Aeroflot, International",6.0,"near Herina, Bistrita...",Romania,A1,1937
08-AUG-1937,Sikorsky S-43W,CNAC,3.0,"Chilang Point, B...",China,A1,1937
10-AUG-1937,Douglas DC-2-112,Eastern Air Lines,4.0,Daytona Beach Mu...,USA,A1,1937
21-AUG-1937,Ford 5-AT-C Tri-Motor,Republic Oil Co.,0.0,"Fairbanks, AK",USA,A1,1937
23-AUG-1937,Douglas DC-2-118A,Panagra,3.0,"near San Luis, SL",Argentina,A1,1937
14-SEP-1937,Junkers Ju-52/3m,HISMA,6.146275647879436,SariÃ±ena (Huesca),Spain,C1,1937
27-SEP-1937,Curtiss T-32C Condor II,Private,0.0,New York-Floyd B...,USA,O1,1937
27-SEP-1937,Curtiss AT-32B Condor II,American Airlines,0.0,New York-Floyd B...,USA,O1,1937
28-SEP-1937,Ford 5-AT-B Tri-Motor,TACA Guatemala,6.146275647879436,near Puerto Cabezas,Nicaragua,A1,1937
01-OCT-1937,Short S.23 Empire Flying Boat Mk I,Imperial Airways,3.0,Faliro Bay,Greece,A1,1937
06-OCT-1937,Douglas DC-3-194B,KLM,4.0,Palembang-Talang...,Indonesia,A1,1937
17-OCT-1937,Douglas DC-3A-197,United Airlines,19.0,"near Knight, WY",USA,A1,1937
25-OCT-1937,Junkers Ju-52/3m,German AF,6.146275647879436,Tutow,Germany,A1,1937
27-OCT-1937,Dewoitine D.333,Air France,6.0,near El Jadida,Morocco,A1,1937
16-NOV-1937,Junkers Ju-52/3mge,Sabena,11.0,near Stene Airfield,Belgium,A1,1937
23-NOV-1937,Douglas DC-2-115D,LOT,6.0,Pirin Mountains,Bulgaria,A1,1937
26-NOV-1937,Junkers Ju-52/3mfe,Deutsche Lufthansa,3.0,London-Croydon A...,U.K.,A1,1937
??-NOV-1937,Junkers Ju-52/3mge,DVL,6.146275647879436,Roggentin,Germany,A1,1937
03-DEC-1937,Junkers Ju-52/3mte,Deutsche Lufthansa,1.0,MÃ¼nchen,Germany,A1,1937
05-DEC-1937,Short S.23 Empire Flying Boat Mk I,Imperial Airways,2.0,Brindisi,Italy,A1,1937
08-DEC-1937,Potez 621,Air France,2.0,near Saint-Sauveur,France,A1,1937
15-DEC-1937,Junkers Ju-52/3mce,LAB,8.0,near Sorata,Bolivia,A1,1937
04-JAN-1938,Junkers Ju-52/3mte,Deutsche Lufthansa,6.0,near Frankfurt,Germany,A1,1938
10-JAN-1938,Lockheed 14-H Super Electra,Northwest Airlines,10.0,"near Bozeman, MT",USA,A1,1938
11-JAN-1938,Sikorsky S-42B,Pan Am,7.0,"near Pago Pago, Ameri...",Pacific Ocean,A1,1938
13-JAN-1938,Junkers Ju-52/3m,AviaciÃ³n Nacional,6.146275647879436,Barcelona,Spain,A1,1938
02-FEB-1938,Consolidated PBY-2 Catalina,US Navy,3.0,near San Clemente Isl...,USA,A1,1938
02-FEB-1938,Consolidated PBY-2 Catalina,US Navy,7.0,near San Clemente Isl...,USA,A1,1938
07-FEB-1938,Junkers Ju-90V1,Junkers,1.0,Dessau,Germany,A1,1938
09-FEB-1938,LiorÃ©-et-Olivier H.242/1,Air France,7.0,Ãtang de Berre,France,A1,1938
13-FEB-1938,CANT Z.506,Ala Littoria,14.0,"near Sardinia, Italy",Mediterranean Sea,A1,1938
22-FEB-1938,Junkers Ju-52/3mge,Deutsche Lufthansa,3.0,near Pontoise,France,A1,1938
??-FEB-1938,Fokker F.XX,LAPE,6.146275647879436,Barcelona-El Pra...,Spain,U1,1938
01-MAR-1938,Douglas DC-2-112,TWA,9.0,"near Wawona, CA",USA,A1,1938
07-MAR-1938,Potez 62,Air France,7.0,"Datia, Madhya Pr...",India,A1,1938
17-MAR-1938,Tupolev G-2,Polyarnaya Aviatsiya,0.0,Buhkta Teplits,Russia,A1,1938
23-MAR-1938,Dewoitine D.338,Air France,8.0,French PyrÃ©nÃ©es,France,A1,1938
28-MAR-1938,WM Fokker F.VIIIb,Malert,6.146275647879436,near NyÃ­regyhÃ¡za,Hungary,A1,1938
30-MAR-1938,Junkers Ju-52/3m,Ala Littoria,0.0,near Venezia Lido Air...,Italy,A1,1938
25-APR-1938,Sikorsky S-43B,Pan Am,0.0,near Kingston,Jamaica,A1,1938
30-APR-1938,Savoia-Marchetti S.73,Ala Littoria,19.0,"Maranola, Formia",Italy,A1,1938
10-MAY-1938,Ford 5-AT-C Tri-Motor,LAN Chile,0.0,Chepiquilla Airf...,Chile,A1,1938
13-MAY-1938,Ford 5-AT-DS Tri-Motor,SCADTA,0.0,near QuibdÃ³,Colombia,A1,1938
16-MAY-1938,Lockheed 14-H2 Super Electra,Northwest Airlines,9.0,"near Saugus, CA",USA,A1,1938
22-MAY-1938,Curtiss T-32C Condor II,LAN Chile,6.146275647879436,Domeyko,Chile,A1,1938
22-MAY-1938,Junkers Ju-52/3mge,Syndicato Condor,6.0,"Santos Airport, ...",Brazil,A1,1938
24-MAY-1938,Douglas DST-A-207A (DC-3),United Airlines,10.0,near Cleveland Munici...,USA,A1,1938
19-JUN-1938,Douglas DC-2-118A,Panagra,4.0,Mt Mercedario,Chile,A1,1938
26-JUN-1938,Junkers Ju-52/3mge,Deutsche Lufthansa Sucursal PerÃº,7.0,Cerro Chilligua,Peru,A1,1938
02-JUL-1938,Curtiss YC-30 Condor II,USAAC,0.0,"Maxwell Field, M...",USA,A1,1938
08-JUL-1938,Lockheed 14-H Super Electra,Northwest Airlines,1.0,Billings Municip...,USA,A1,1938
14-JUL-1938,Savoia-Marchetti S-66,Ala Littoria,20.0,"near Terranova, Sardi...",Mediterranean Sea,A1,1938
15-JUL-1938,Douglas DC-3-228,Pan Am,6.146275647879436,"MorÃ³n, BA",Argentina,A1,1938
16-JUL-1938,Junkers Ju-52/3mge,Eurasia,6.146275647879436,Wuhan (Hankow),China,A1,1938
22-JUL-1938,Lockheed 14-H Super Electra,LOT,14.0,"Negrileasa, Stul...",Romania,A1,1938
27-JUL-1938,A.W. AW.15 Atalanta,Imperial Airways,4.0,near Kisumu,Kenya,A1,1938
28-JUL-1938,Martin M-130,Pan Am,15.0,"near Manila, Philippines",Pacific Ocean,A1,1938
10-AUG-1938,WM Fokker F.VIIIb,Malert,12.0,near Debrecen Airport...,Hungary,A1,1938
11-AUG-1938,Ford 5-AT-C Tri-Motor,Private,0.0,"Mankato, MN",USA,O1,1938
13-AUG-1938,Savoia-Marchetti S.73,CSA,17.0,Oberkirch,Germany,A1,1938
15-AUG-1938,Junkers Ju-52/3mfe,Syndicato Condor,9.0,Guanabara Bay,Brazil,A1,1938
18-AUG-1938,Lockheed 14-H Super Electra,LOT,0.0,Bucharest-Baneas...,Romania,A1,1938
18-AUG-1938,Macchi M.C.94-II,Macchi,13.0,Mornago (Varese),Italy,A1,1938
24-AUG-1938,Douglas DC-2-221,CNAC,14.0,Wangmoon,China,C2,1938
03-SEP-1938,Ford 5-AT-D Tri-Motor,Johnson Flying Service,0.0,"Big Prairie, MT",USA,A1,1938
07-SEP-1938,CANT Z.506C,Ala Littoria,6.146275647879436,Melilla,Spain,A1,1938
20-SEP-1938,Short Sunderland I,RAF,2.0,"Angle Bay, Milfo...",U.K.,A1,1938
29-SEP-1938,Junkers Ju-52/3m,German AF,1.0,Frankfurt Rhein-...,Germany,A1,1938
01-OCT-1938,Junkers Ju-52/3mte,Deutsche Lufthansa,13.0,Grisons (GraubÃ¼...,Switzerland,A1,1938
01-OCT-1938,Junkers G.24,Syndicato Condor,0.0,"Coruripe, AL",Brazil,A1,1938
10-OCT-1938,Sabca Savoia-Marchetti S.73P,Sabena,20.0,Soest,Germany,A1,1938
18-OCT-1938,Douglas DC-2-112,Eastern Air Lines,0.0,near Montgomery Munic...,USA,A1,1938
20-OCT-1938,Ford 4-AT-B Tri-Motor,Private,1.0,"Powellsville, NC",USA,A1,1938
25-OCT-1938,Douglas DC-2-210,ANA,18.0,"Mt Dandenong, VIC",Australia,A1,1938
04-NOV-1938,DH.86 Express,Jersey Airways,6.146275647879436,Jersey-States Ai...,U.K.,A1,1938
10-NOV-1938,Douglas DC-3,Japan Air Transport,6.146275647879436,Fukuoka,Japan,A1,1938
14-NOV-1938,Douglas DC-3-194D,KLM,6.0,Amsterdam-Schiph...,Netherlands,A1,1938
18-NOV-1938,Consolidated PBY-2 Catalina,US Navy,2.0,Honolulu Harbour...,USA,A1,1938
18-NOV-1938,Lockheed 14-H2 Super Electra,TCAL,2.0,"near Regina Airport, ...",Canada,A1,1938
22-NOV-1938,Lockheed 14-WF62 Super Electra,British Airways,2.0,"Walton Bay, Some...",U.K.,A1,1938
22-NOV-1938,Savoia-Marchetti SM-75C,Ala Littoria,4.0,near Winklern,Austria,A1,1938
25-NOV-1938,Junkers Ju-52/3m,German AF,4.0,near Bayreuth,Germany,A1,1938
26-NOV-1938,Junkers Ju-90V2,Deutsche Lufthansa,12.0,Bathurst (Banjul),Gambia,A1,1938
27-NOV-1938,Short S.23 Empire Flying Boat Mk I,Imperial Airways,4.0,Lake Habbaniyah,Iraq,A1,1938
29-NOV-1938,Douglas DC-3A-191,United Airlines,5.0,"near Point Reyes, CA",USA,A1,1938
02-DEC-1938,Junkers Ju-52/3mte,Deutsche Lufthansa,0.0,near Vienna,Austria,A1,1938
03-DEC-1938,DH.86 Express,Imperial Airways,6.146275647879436,Bangkok,Thailand,U1,1938
06-DEC-1938,Focke-Wulf Fw 200,Deutsche Lufthansa,0.0,near Manila,Philippines,A1,1938
08-DEC-1938,Nakajima/Douglas DC-2,Imperial Japanese Airways,10.0,near Kerama Islands,Japan,A1,1938
09-DEC-1938,Lockheed 14-WF62 Super Electra,KLM,4.0,near Amsterdam-Schiph...,Netherlands,A1,1938
10-DEC-1938,Lockheed 14-WG3B Super Electra,Imperial Japanese Airways,6.146275647879436,Tsingtao (Quingd...,China,A1,1938
11-DEC-1938,Junkers Ju-52/3mge,SEDTA,0.0,Quito-Cotocollao...,Ecuador,A1,1938
07-JAN-1939,Douglas DC-2-115B,Swissair,5.0,near Senlis,France,A1,1939
13-JAN-1939,Lockheed 14-H Super Electra,Northwest Airlines,4.0,Miles City Munic...,USA,A1,1939
13-JAN-1939,Junkers Ju-52/3mge,Syndicato Condor,10.0,"Rio Bonito, RJ",Brazil,A1,1939
13-JAN-1939,Fokker F.XVIII,Commercial Aviation Company,0.0,Lydda Airport (TLV),Israel,A1,1939
17-JAN-1939,Ford 5-AT-.  Tri-Motor,SCADTA,4.0,near Sumapaz,Colombia,A1,1939
18-JAN-1939,Lockheed 14-H Super Electra,Guinea Airways,4.0,near Katherine-Tindal...,Australia,A1,1939
21-JAN-1939,Short S.23 Empire Flying Boat Mk II,Imperial Airways,3.0,"near Port Washington,...",Atlantic Ocean,A1,1939
24-JAN-1939,Junkers Ju-52/3m,German AF,5.0,near Arrens,France,A1,1939
27-JAN-1939,Potez 62,Air France,6.0,near KÃ¶ln-Butzweiler...,Germany,A1,1939
06-FEB-1939,Fokker F.XVIII,Spanish Republican AF,6.146275647879436,VilajuÃ¯ga Airfield,Spain,O1,1939
13-FEB-1939,Junkers Ju-52/3m,AviaciÃ³n Nacional,6.146275647879436,near Cartagena,Spain,A1,1939
19-FEB-1939,Sikorsky S-42A,Pan Am,0.0,San Juan harbor,Puerto Rico,A2,1939
24-FEB-1939,Junkers Ju-52/3mge,Reichsluftfahrtministerium,12.0,"Termes Ribi, Com...",France,A1,1939
02-MAR-1939,Ford 6-AT-AS Tri-Motor,Yukon Southern Air Transport,0.0,"Vancouver, BC",Canada,O1,1939
12-MAR-1939,Junkers Ju-52/3mge,Eurasia,4.0,near Weining,China,A1,1939
12-MAR-1939,Short S.23 Empire Flying Boat Mk I,"Imperial Airways, op.for Qantas Empire Airways",0.0,"Tandjong, Batavi...",Indonesia,A1,1939
14-MAR-1939,Junkers Ju-52/3mge,Sabena,3.0,Sint-Stevens-Woluwe,Belgium,A1,1939
18-MAR-1939,Boeing S.307 Stratoliner,Boeing,10.0,"near Alder, WA",USA,A1,1939
26-MAR-1939,Douglas DC-2-112,Braniff Airways,8.0,Oklahoma City Mu...,USA,A1,1939
29-MAR-1939,Junkers Ju-52/3mge,Iberia,6.146275647879436,"Cabezabellosa, C...",Spain,A1,1939
??-MAR-1939,Lockheed 14-WG3B Super Electra,Imperial Japanese Airways,6.146275647879436,Fukuoka Airport ...,Japan,A1,1939
??-MAR-1939,Ford 5-AT-B Tri-Motor,TACA Guatemala,0.0,Tegucigalpa-Tonc...,Honduras,O1,1939
15-APR-1939,Ford 5-AT-C Tri-Motor,South American Gulf Oil Co.,2.0,"near El Carmen, Santa...",Colombia,A1,1939
24-APR-1939,Junkers Ju-52/3m,German AF,6.146275647879436,GroÃer Arbersee,Germany,A1,1939
29-APR-1939,Junkers Ju-52/3m,German AF,5.0,near Bollstadt/Amerdi...,Germany,A1,1939
??-APR-1939,Fokker F.VIII,Venezuelan Government,0.0,near UruyÃ©n,Venezuela,A1,1939
01-MAY-1939,Short S.23 Empire Flying Boat Mk I,Imperial Airways,2.0,"Lumbo lagoon, Il...",Mozambique,A1,1939
02-MAY-1939,Dewoitine D.338,Air France,9.0,near Argana,Morocco,A1,1939
03-MAY-1939,Consolidated PBY-4 Catalina,US Navy,6.146275647879436,San Diego-North ...,USA,A1,1939
06-MAY-1939,Junkers Ju-52/3m,Eurasia,0.0,Hanchung (Hanzho...,China,C1,1939
17-MAY-1939,Lockheed 14-WG3B Super Electra,Imperial Japanese Airways,6.0,Fukuoka dai-1 Ai...,Japan,A1,1939
??-MAY-1939,Douglas DC-2-192,Chinese Government,0.0,Chongqing Airpor...,China,C1,1939
01-JUN-1939,A.W. AW.15 Atalanta,Imperial Airways,6.146275647879436,Alexandria,Egypt,A1,1939
05-JUN-1939,Short Sunderland I,RAF,4.0,Johore Straits,Singapore,A1,1939
06-JUN-1939,Douglas DC-2-115E,KLM,6.146275647879436,Amsterdam-Schiph...,Netherlands,A2,1939
12-JUN-1939,Short S.23 Empire Flying Boat Mk I,Imperial Airways,0.0,Calcutta,India,A1,1939
19-JUN-1939,Short S.30 Empire Flying Boat,Imperial Airways,0.0,Hythe,Atlantic Ocean,O1,1939
29-JUL-1939,DH.86A Express,RAF,0.0,Kirby-in-Furness...,U.K.,A1,1939
03-AUG-1939,Junkers Ju-52/3mte,Deutsche Lufthansa,0.0,Rangoon-Mingalad...,Myanmar,U1,1939
04-AUG-1939,Junkers Ju-52/3mte,Deutsche Lufthansa,7.0,Tivissa,Spain,A1,1939
11-AUG-1939,Lockheed 14-WF62 Super Electra,Imperial Airways,0.0,"Saint-Sauveur, L...",France,A1,1939
13-AUG-1939,Sikorsky S-43B,Pan Am,14.0,near Rio de Janeiro-S...,Brazil,A1,1939
24-AUG-1939,Junkers F.24kay (G.24),Deutsche Lufthansa,2.0,Glindow,Germany,A1,1939
30-AUG-1939,Junkers Ju-52/3mte,Deutsche Lufthansa,7.0,near Hannover,Germany,A1,1939
31-AUG-1939,Junkers Ju-52/3m,German AF,4.0,Hunding/Zueding,Germany,A1,1939
05-SEP-1939,Vickers Valentia,RAF,0.0,Catterick RAF St...,U.K.,A1,1939
05-SEP-1939,Junkers Ju-52/3m,German AF,9.0,Wilhelmshaven-Reede,Germany,C1,1939
10-SEP-1939,Short Sunderland I,RAF,0.0,Pembroke Dock RA...,U.K.,A1,1939
13-SEP-1939,Junkers Ju-52/3m,German AF,6.146275647879436,near Zinnitz,Germany,A1,1939
18-SEP-1939,Short Sunderland I,RAF,10.0,Milford Haven in...,U.K.,A1,1939
22-SEP-1939,Junkers Ju-52/3m,German AF,13.0,"near GroÃjena, Naumb...",Germany,A1,1939
25-SEP-1939,Junkers Ju-52/3m,German AF,6.146275647879436,Warsaw,Poland,C1,1939
28-SEP-1939,Douglas DC-2-210,ANA,0.0,Sydney-Mascot Ai...,Australia,A2,1939
09-OCT-1939,Junkers Ju-52/3mg4c,German AF,7.0,"Thomasdorf, near...",Germany,A1,1939
10-OCT-1939,Junkers Ju-52/3m,German AF,6.146275647879436,near Wangerooge [Nort...,Germany,A1,1939
13-OCT-1939,Short Sunderland I,RAF,0.0,Isles of Scilly,U.K.,A1,1939
13-OCT-1939,Caproni Ca.133,Ala Littoria,0.0,Gabode,Djibouti,A1,1939
15-OCT-1939,Short Sunderland I,RAF,4.0,"Plymouth Sound, ...",U.K.,A1,1939
17-OCT-1939,Savoia-Marchetti S.73,Ala Littoria,15.0,near OlÃ­as,Spain,A1,1939
07-NOV-1939,Handley Page HP.42W,Imperial Airways,0.0,"Tiverton, Devon",U.K.,A1,1939
10-NOV-1939,Junkers Ju-52/3m,Spanish AF,7.0,near Lastras de Cuell...,Spain,A1,1939
15-NOV-1939,Junkers Ju-52/3mge,Argentine AF,0.0,"El Palomar, BA",Argentina,A2,1939
17-NOV-1939,Junkers Ju-52/3m,Spanish AF,10.0,near Cap Juby,Morocco,A1,1939
04-DEC-1939,Junkers Ju-52/3mlu,Ala Littoria,5.0,"near Arbersee, Bayeri...",Germany,A1,1939
18-DEC-1939,Junkers Ju-52/3m,Iberia,10.0,near Europa Point [St...,Gibraltar,A1,1939
21-DEC-1939,Lockheed 14-WF62 Super Electra,British Airways,5.0,near Alexandria,Mediterranean Sea,A1,1939
15-JAN-1940,Lockheed 14-WF62 Super Electra,British Airways,0.0,Heston Airport,U.K.,A1,1940
22-JAN-1940,Lockheed 14-WF62 Super Electra,KNILM,8.0,near Denpasar-Ngurah ...,Indonesia,A1,1940
30-JAN-1940,Ford 4-AT-E Tri-Motor,White Pass Airways,0.0,"Carcross, YT",Canada,A1,1940
05-FEB-1940,Nakajima/Douglas DC-2,Imperial Japanese Airways,0.0,"Diaoyu Dao, Senk...",Japan,A1,1940
10-FEB-1940,Savoia-Marchetti SM-75,Ala Littoria,10.0,Aiello Calabro,Italy,A1,1940
20-FEB-1940,Ford 5-AT-.  Tri-Motor,TACA de Nicaragua,0.0,near Prinzapolka,Nicaragua,A1,1940
25-FEB-1940,Ford 5-AT-C Tri-Motor,TACA,6.146275647879436,San Isidro,Costa Rica,A1,1940
01-MAR-1940,Handley Page HP.42E,Imperial Airways,8.0,"near Dibba, Oman [Gul...",Indian Ocean,A1,1940
03-MAR-1940,Bloch 220,Air France,3.0,near Orange,France,A1,1940
05-MAR-1940,Ford 5-AT-B Tri-Motor,Mexicana,0.0,near San MartÃ­n Volc...,Mexico,A1,1940
15-MAR-1940,DH.86B Express,private,6.146275647879436,"near Kavieng, New Ire...",P.N. Guinea,A1,1940
16-MAR-1940,Savoia-Marchetti S.73,ALI,14.0,Stromboli Island,Italy,A1,1940
19-MAR-1940,Handley Page HP.42W,Imperial Airways,0.0,Bristol-Whitchur...,U.K.,O1,1940
19-MAR-1940,Handley Page HP.42W,Imperial Airways,0.0,Bristol-Whitchur...,U.K.,O1,1940
03-APR-1940,Douglas DC-2-112,TWA,0.0,Pittsburgh-Alleg...,USA,A1,1940
07-APR-1940,Junkers Ju-52/3m,German AF,9.0,Meurcourt,France,A1,1940
09-APR-1940,Short Sunderland,RAF,9.0,near Sylling,Norway,C1,1940
09-APR-1940,Junkers Ju-52/3m,German AF,8.0,"near Tarm, Vium church",Denmark,A1,1940
09-APR-1940,Junkers Ju-52/3m,German AF,1.0,Oslo-Fornebu,Norway,C1,1940
12-APR-1940,Junkers Ju-52/3m,German AF,2.0,Einfeld,Germany,A1,1940
12-APR-1940,Junkers Ju-52/3m,German AF,0.0,NeumÃ¼nster,Germany,A1,1940
13-APR-1940,Junkers Ju-52/3m,German AF,3.0,Aalborg West Ai...,Denmark,A2,1940
13-APR-1940,Junkers Ju-52/3mg4e,German AF,0.0,"Gullesfjordbotn,...",Norway,A1,1940
13-APR-1940,Junkers Ju-52/3mg4e,German AF,0.0,"Gullesfjordbotn,...",Norway,A1,1940
13-APR-1940,Junkers Ju-52/3m,German AF,6.146275647879436,"Froysjoen, Berle...",Norway,C1,1940
13-APR-1940,Junkers Ju-52/3m,German AF,6.146275647879436,"Gangsoya, Sogn o...",Norway,A1,1940
13-APR-1940,Junkers Ju-52/3mg4e,German AF,6.146275647879436,"Hartvikvatnet, N...",Norway,A1,1940
14-APR-1940,Junkers Ju-52/3m,German AF,1.0,"Lillehammer, Opp...",Norway,C1,1940
14-APR-1940,Junkers Ju-52/3m,German AF,6.146275647879436,"Valebu, Ringebu,...",Norway,A1,1940
14-APR-1940,Junkers Ju-52/3m,German AF,3.0,"Graberget, Domba...",Norway,C1,1940
14-APR-1940,Junkers Ju-52/3m,German AF,6.146275647879436,"River Vorma, Min...",Norway,A1,1940
14-APR-1940,Junkers Ju-52/3m,German AF,0.0,"Honefoss, Ringer...",Norway,A1,1940
14-APR-1940,Junkers Ju-52/3m,German AF,0.0,"Galderud, Kongsv...",Norway,A1,1940
14-APR-1940,Junkers Ju-52/3mg4e,German AF,6.146275647879436,"Sivebo, Grebbestad",Sweden,A2,1940
14-APR-1940,Junkers Ju-52/3m,German AF,3.0,"SamnerÃ¶d, Uddev...",Sweden,A1,1940
16-APR-1940,Junkers Ju-52/3mg4e,German AF,4.0,"Kvamen, Sokndal,...",Norway,A1,1940
16-APR-1940,Junkers Ju-52/3mg3e,German AF,0.0,Grums,Sweden,A2,1940
16-APR-1940,Junkers Ju-52/3m,German AF,0.0,"Lake VÃ¤nern, Ma...",Sweden,A1,1940
16-APR-1940,Junkers Ju-52/3m,German AF,17.0,near Tofte,Norway,A1,1940
17-APR-1940,Junkers Ju-52/3m,German AF,17.0,"Langevannet, Fos...",Norway,A1,1940
17-APR-1940,Junkers Ju-52/3m,German AF,6.146275647879436,"ArbrÃ¥, BollnÃ¤s",Sweden,A2,1940
22-APR-1940,Lockheed 14-WF62 Super Electra,BOAC,3.0,"near Loch Lomond, Sco...",U.K.,A1,1940
29-APR-1940,Junkers Ju-52/3m,German AF,0.0,Oslo-Fornebu Air...,Norway,A1,1940
02-MAY-1940,DH.86B Express,Finnish AF,0.0,Helsinki-Malmi A...,Finland,A1,1940
10-MAY-1940,Junkers Ju-52/3m,German AF,6.146275647879436,Waalhaven,Netherlands,A1,1940
10-MAY-1940,Junkers Ju-52/3m,German AF,6.146275647879436,Valkenburg,Netherlands,A1,1940
10-MAY-1940,Junkers Ju-52/3m,German AF,6.146275647879436,'s Gravenzande,Netherlands,A1,1940
10-MAY-1940,Junkers Ju-52/3m,German AF,6.146275647879436,Maassluis,Netherlands,A1,1940
10-MAY-1940,Junkers Ju-52/3m,German AF,6.146275647879436,near Den Haag,Netherlands,A1,1940
10-MAY-1940,Junkers Ju-52/3m,German AF,6.146275647879436,Tiel,Netherlands,A1,1940
10-MAY-1940,Junkers Ju-52/3m,German AF,6.146275647879436,Ockenburg,Netherlands,A1,1940
10-MAY-1940,Junkers Ju-52/3m,German AF,6.146275647879436,Rijksweg 13,Netherlands,A1,1940
10-MAY-1940,Junkers Ju-52/3m,German AF,6.146275647879436,Ockenburg,Netherlands,A1,1940
10-MAY-1940,Junkers Ju-52/3m,German AF,6.146275647879436,near Waalhaven,Netherlands,A1,1940
10-MAY-1940,Junkers Ju-52/3m,German AF,6.146275647879436,near Den Haag,Netherlands,A1,1940
10-MAY-1940,Junkers Ju-52/3m,German AF,6.146275647879436,Rotterdam - Den ...,Netherlands,A1,1940
10-MAY-1940,Junkers Ju-52/3m,German AF,6.146275647879436,near Rotterdam,Netherlands,A1,1940
10-MAY-1940,Junkers Ju-52/3m,German AF,6.146275647879436,Rotterdam,Netherlands,A1,1940
10-MAY-1940,Junkers Ju-52/3m,German AF,6.146275647879436,near Delft,Netherlands,A1,1940
10-MAY-1940,Junkers Ju-52/3m,German AF,6.146275647879436,Den Haag,Netherlands,A1,1940
10-MAY-1940,Douglas DC-3-194F,KLM,0.0,Amsterdam-Schiph...,Netherlands,C1,1940
10-MAY-1940,Douglas DC-3-194F,KLM,0.0,Amsterdam-Schiph...,Netherlands,C1,1940
10-MAY-1940,Douglas DC-3-194D,KLM,0.0,Amsterdam-Schiph...,Netherlands,C1,1940
10-MAY-1940,Douglas DC-3-194B,KLM,0.0,Amsterdam-Schiph...,Netherlands,C1,1940
10-MAY-1940,Douglas DC-2-115L,KLM,0.0,Amsterdam-Schiph...,Netherlands,C1,1940
10-MAY-1940,Douglas DC-2-115E,KLM,0.0,Amsterdam-Schiph...,Netherlands,C1,1940
10-MAY-1940,Junkers Ju-52/3m,German AF,6.146275647879436,Loosduinen,Netherlands,A1,1940
10-MAY-1940,Douglas DC-2-115E,KLM,0.0,Amsterdam-Schiph...,Netherlands,C1,1940
10-MAY-1940,Douglas DC-2-115E,KLM,0.0,Amsterdam-Schiph...,Netherlands,C1,1940
10-MAY-1940,Douglas DC-2-115E,KLM,0.0,Amsterdam-Schiph...,Netherlands,C1,1940
10-MAY-1940,Fokker F.VIIIa,Netherlands AF,0.0,Rotterdam-Waalha...,Netherlands,C1,1940
10-MAY-1940,Junkers Ju-52/3m,German AF,0.0,Waalhaven,Netherlands,A1,1940
10-MAY-1940,Junkers Ju-52/3m,German AF,3.0,near Afferden,Netherlands,A1,1940
10-MAY-1940,Junkers Ju-52/3m,German AF,0.0,Den Hout,Netherlands,A1,1940
