,date,type,operator,fatalities,location,country,cat,year,is_fatal,decade,severity
14550,05-JUN-1981,Learjet 23,Transair France,6.146275647879436,unknown,Unknown country,U1,1981,1,1980,Low Fatalities
14551,05-JUN-1981,Fokker F-27 Friendship 600,PIA,0.0,Gilgit Airport (...,Pakistan,A1,1981,0,1980,No Fatalities
14552,07-JUN-1981,Antonov An-2M,"Aeroflot, Ukraine",0.0,Voroshilovgrad r...,Russia,A1,1981,0,1980,No Fatalities
14553,07-JUN-1981,Fokker F-27 Friendship 400,Burma Airways,0.0,Thandwe Airport ...,Myanmar,A1,1981,0,1980,No Fatalities
14554,11-JUN-1981,Boeing 707-341C,Varig,0.0,Manaus-Eduardo G...,Brazil,A1,1981,0,1980,No Fatalities
14555,12-JUN-1981,Dhc-3 Otter,Trans-Provincial Airlines,0.0,"near Smithers, BC",Canada,A2,1981,0,1980,No Fatalities
14556,13-JUN-1981,Tupolev Tu-154,"Aeroflot, Moscow",0.0,Bratsk Airport (...,Russia,A1,1981,0,1980,No Fatalities
14557,13-JUN-1981,Bn-2A-8 Islander,Taiwan Airlines,2.0,near Hualien Airport ...,Taiwan,A1,1981,1,1980,Low Fatalities
14558,13-JUN-1981,Antonov An-2R,"Aeroflot, Latvia",2.0,near Saldus,Latvia,A1,1981,1,1980,Low Fatalities
14559,14-JUN-1981,Ilyushin Il-14M,"Aeroflot, East Siberia",48.0,near Ust'-Barguzin,Russia,A1,1981,1,1980,Medium Fatalities
14560,15-JUN-1981,Bn-2A-20 Islander,Talair,0.0,Rabaul-Lakunai A...,P.N. Guinea,A2,1981,0,1980,No Fatalities
14561,16-JUN-1981,Hal-748,Indian Airlines,0.0,near Tirupati Airport...,India,A1,1981,0,1980,No Fatalities
14562,17-JUN-1981,Douglas C-47A (Dc-3),El Venado,2.0,near Miraflores Airpo...,Colombia,A1,1981,1,1980,Low Fatalities
14563,19-JUN-1981,Hawker Siddeley Hs-125-1A,Flight Management,0.0,near Narsarsuaq,Greenland,A2,1981,0,1980,No Fatalities
14564,24-JUN-1981,Douglas Dc-3-209A,Nathaniel Hawthorne College,0.0,"West Deering, NH",USA,A1,1981,0,1980,No Fatalities
14565,25-JUN-1981,Douglas C-47 (Dc-3),SATENA,6.146275647879436,Villavicencio Ai...,Colombia,A1,1981,1,1980,Low Fatalities
14566,26-JUN-1981,Hawker Siddeley Hs-748,Dan-Air Services,3.0,Nailstone,U.K.,A1,1981,1,1980,Low Fatalities
14567,27-JUN-1981,Fairchild C-119G Flying Boxcar,Hawkins & Powers,0.0,"near Bettles, AK",USA,A1,1981,0,1980,No Fatalities
14568,28-JUN-1981,Tupolev Tu-134A,"Aeroflot, Ukraine",0.0,Simferopol Airpo...,Ukraine,A1,1981,0,1980,No Fatalities
14570,01-JUL-1981,Douglas R4D-1 (Dc-3),United Aircraft Services,3.0,Pilot Point Airp...,USA,A1,1981,1,1980,Low Fatalities
14571,05-JUL-1981,Boeing 707-327C,TMA,0.0,Beirut Internati...,Lebanon,O1,1981,0,1980,No Fatalities
14572,08-JUL-1981,Fairchild C-119C Flying Boxcar,Hemet Valley Flying Service,2.0,"near Frazier Park, CA",USA,A1,1981,1,1980,Low Fatalities
14573,09-JUL-1981,Howard 500,Kelowna Flightcraft,3.0,Toronto Internat...,Canada,A1,1981,1,1980,Low Fatalities
14574,10-JUL-1981,Lockheed L-1011 Tristar,Eastern Air Lines,0.0,Havana,Cuba,H2,1981,0,1980,No Fatalities
14575,12-JUL-1981,Consolidated Pby-6A Super Catalina,Flying Firemen,0.0,"Jackson Lake, ON",Canada,A1,1981,0,1980,No Fatalities
14576,14-JUL-1981,Douglas Sc-54G (Dc-4),Aero Union,3.0,"near Kenai Airport, A...",USA,A1,1981,1,1980,Low Fatalities
14577,15-JUL-1981,Martin 4-0-4,CAMBA,0.0,Beni,Bolivia,U1,1981,0,1980,No Fatalities
14578,15-JUL-1981,Beech 200 Super King Air,Puget Sound Tug & Barge Co.,6.0,near King Cove Airpor...,USA,A1,1981,1,1980,Low Fatalities
14579,15-JUL-1981,Antonov An-2T,"Aeroflot, East Siberia",0.0,"Kedrovy, Bodaybi...",Russia,A1,1981,0,1980,No Fatalities
14580,18-JUL-1981,Canadair Cl-44D4-6,TAR,4.0,near Yerevan,Armenia,A1,1981,1,1980,Low Fatalities
14581,20-JUL-1981,Fokker F-27 Friendship 600Rf,Somali Airlines,50.0,near Balad,Somalia,A1,1981,1,1980,Medium Fatalities
14582,20-JUL-1981,Bn-2A-6 Islander,Dorado Wings,0.0,San Juan-Isla Ve...,Puerto Rico,A1,1981,0,1980,No Fatalities
14583,21-JUL-1981,Antonov An-24V,LOT,0.0,Berlin-Tempelhof...,Germany,H2,1981,0,1980,No Fatalities
14584,21-JUL-1981,Antonov An-2R,Aviatia Utilitara,0.0,near Stupina,Romania,A1,1981,0,1980,No Fatalities
14585,24-JUL-1981,Dhc-6 Twin Otter 300,Air Madagascar,19.0,near Maroantsetra Air...,Madagascar,A1,1981,1,1980,Medium Fatalities
14586,25-JUL-1981,Douglas Dc-3A,Transamazonica Colombia,3.0,near CarurÃº Airport ...,Colombia,A1,1981,1,1980,Low Fatalities
14587,27-JUL-1981,Dc-9-32,AeromÃ©xico,30.0,Chihuahua-Gen Fi...,Mexico,A1,1981,1,1980,Medium Fatalities
14588,30-JUL-1981,Antonov An-2R,"Aeroflot, Kazakstan",0.0,Chimkent region,Kazakhstan,A1,1981,0,1980,No Fatalities
14589,31-JUL-1981,Curtiss C-46D,LATISA,5.0,near Cochrane Airport...,Chile,A1,1981,1,1980,Low Fatalities
14590,31-JUL-1981,Dhc-6 Twin Otter 300,Panamese AF,7.0,near Coclecito,Panama,A1,1981,1,1980,Low Fatalities
14591,01-AUG-1981,Ilyushin Il-14M,"Aeroflot, Magadan",11.0,near Utichiy Island,Russia,A1,1981,1,1980,Medium Fatalities
14592,01-AUG-1981,Douglas C-47B (Dc-3),HÃ©met Exploration,6.0,near Beira,Mozambique,C1,1981,1,1980,Low Fatalities
14593,03-AUG-1981,Douglas C-53 (Dc-3),SATENA,0.0,near Cali-Palmaseca A...,Colombia,A1,1981,0,1980,No Fatalities
14594,05-AUG-1981,Antonov An-24V,LOT,0.0,Gdansk Airport (...,Poland,H2,1981,0,1980,No Fatalities
14595,07-AUG-1981,Douglas C-47B (Dc-3),Aerocor - Aerolineas Cordillera,0.0,near Coyhaique Airpor...,Chile,A2,1981,0,1980,No Fatalities
14596,09-AUG-1981,Antonov An-2Tp,Kamchatka Civil Aviation Prod. Ass.,6.146275647879436,near Palana,Russia,A1,1981,1,1980,Low Fatalities
14597,10-AUG-1981,Ford 5-At-B Tri-Motor,Grand Canyon Airlines,0.0,Las Vegas-McCarr...,USA,O1,1981,0,1980,No Fatalities
14599,11-AUG-1981,Antonov An-24V,LOT,0.0,Katowice-Pyrzowi...,Poland,H2,1981,0,1980,No Fatalities
14600,18-AUG-1981,Vickers 745D Viscount,Airgo,0.0,within Florida?,USA,O1,1981,0,1980,No Fatalities
14601,19-AUG-1981,Hal-748,Indian Airlines,0.0,Mangalore-Bajpe ...,India,A1,1981,0,1980,No Fatalities
14602,22-AUG-1981,Boeing 737-222,FEAT,110.0,"near Sanyi Township, ...",Taiwan,A1,1981,1,1980,High Fatalities
14603,22-AUG-1981,Antonov An-24V,LOT,0.0,Berlin-Tempelhof...,Germany,H2,1981,0,1980,No Fatalities
14604,24-AUG-1981,Antonov An-24Rv,"Aeroflot, Far East",31.0,near Zavitinsk,Russia,A1,1981,1,1980,Medium Fatalities
14605,25-AUG-1981,Bn-2A-21 Islander,Lesotho Airways,0.0,Sekakes Airport ...,Lesotho,A1,1981,0,1980,No Fatalities
14606,26-AUG-1981,Vickers 745D Viscount,Aeropesca Colombia,50.0,near Florencia,Colombia,A1,1981,1,1980,Medium Fatalities
14607,27-AUG-1981,Douglas C-47B (Dc-3),RRC Air Services,0.0,Dire Dawa Airpor...,Ethiopia,A1,1981,0,1980,No Fatalities
14608,29-AUG-1981,Yakovlev Yak-40,"Aeroflot, Far East",3.0,Zeya,Russia,A1,1981,1,1980,Low Fatalities
14609,31-AUG-1981,Boeing 720-023B,MEA,0.0,Beirut Internati...,Lebanon,C1,1981,0,1980,No Fatalities
14610,02-SEP-1981,Embraer Emb-110P1 Bandeirante,El Venado,20.0,near Paipa-Juan Jose ...,Colombia,A1,1981,1,1980,Medium Fatalities
14611,07-SEP-1981,Kaiser-Frazer C-119L Flying Boxcar,private,0.0,Dahl Creek Airpo...,USA,A1,1981,0,1980,No Fatalities
14612,07-SEP-1981,Bn-2A Trislander Mk.Iii,Questor Surveys,0.0,"near Baker Lake, NU",Canada,A1,1981,0,1980,No Fatalities
14613,08-SEP-1981,Tupolev Tu-154B-2,"Aeroflot, Uralsk",0.0,Tashkent Airport...,Uzbekistan,O1,1981,0,1980,No Fatalities
14614,09-SEP-1981,Antonov An-2R,ZUA,6.146275647879436,Zagrodno,Poland,A1,1981,1,1980,Low Fatalities
14615,09-SEP-1981,Antonov An-2R,"Aeroflot, Privolzhsk",0.0,Namangan region,Uzbekistan,A1,1981,0,1980,No Fatalities
14616,13-SEP-1981,Antonov An-2R,"Aeroflot, Privolzhsk",0.0,near Saratov,Russia,A1,1981,0,1980,No Fatalities
14617,15-SEP-1981,Boeing 747-230B,KAL,0.0,Manila Airport (...,Philippines,A2,1981,0,1980,No Fatalities
14619,18-SEP-1981,Yakovlev Yak-40,"Aeroflot, East Siberia",33.0,near Zheleznogorsk-Il...,Russia,A1,1981,1,1980,Medium Fatalities
14620,18-SEP-1981,Antonov An-24V,LOT,0.0,Berlin-Tempelhof...,Germany,H2,1981,0,1980,No Fatalities
14621,18-SEP-1981,Bn-2A-27 Islander,JEA,0.0,"St. Andrew, Guer...",U.K.,A1,1981,0,1980,No Fatalities
14622,21-SEP-1981,Lockheed C-130H Hercules,USAF,7.0,near Indian Springs-A...,USA,A1,1981,1,1980,Low Fatalities
14623,22-SEP-1981,Lockheed L-1011 Tristar 1,Eastern Air Lines,0.0,near Newark Internati...,USA,A2,1981,0,1980,No Fatalities
14624,22-SEP-1981,Antonov An-24V,LOT,0.0,Warszawa-Okecie ...,Poland,H2,1981,0,1980,No Fatalities
14625,22-SEP-1981,Dc-10-30Cf,Air Florida,0.0,Miami Internatio...,USA,A2,1981,0,1980,No Fatalities
14626,26-SEP-1981,Boeing 727-2H9,JAT,0.0,Larnaca Airport ...,Cyprus,H2,1981,0,1980,No Fatalities
14627,29-SEP-1981,Lockheed C-130H Hercules,Iran AF,80.0,Kahrisak,Iran,A1,1981,1,1980,High Fatalities
14628,29-SEP-1981,Antonov An-24V,LOT,0.0,Warszawa-Okecie ...,Poland,H2,1981,0,1980,No Fatalities
14629,29-SEP-1981,Boeing 737-200,Indian Airlines,0.0,Lahore Airport (...,Pakistan,H2,1981,0,1980,No Fatalities
14630,??-SEP-1981,Douglas Dc-6,Unknown,6.146275647879436,northeast Colombia,Colombia,A1,1981,1,1980,Low Fatalities
14631,01-OCT-1981,Learjet 24,Sky Train Air,3.0,"near Felt, OK",USA,A1,1981,1,1980,Low Fatalities
14632,02-OCT-1981,Cc-123 Otter (Dhc-3),Canadian Armed Forces,3.0,near Lac-Saint-FranÃ§...,Canada,A1,1981,1,1980,Low Fatalities
14633,05-OCT-1981,Bac One-Eleven,USAir,0.0,Buffalo-Greater ...,USA,H2,1981,0,1980,No Fatalities
14634,06-OCT-1981,Fokker F-28 Fellowship 4000,NLM Cityhopper,17.0,near Moerdijk,Netherlands,A1,1981,1,1980,Medium Fatalities
14635,07-OCT-1981,Douglas C-47A (Dc-3),Ethiopian Airlines,0.0,Dessie-Combolcha...,Ethiopia,A1,1981,0,1980,No Fatalities
14636,08-OCT-1981,Fairchild F-27M,Pacific Alaska,0.0,Fairbanks Intern...,USA,O1,1981,0,1980,No Fatalities
14637,12-OCT-1981,Lockheed C-130H Hercules,Moroccan AF,5.0,Guelta Zammour,Western Sahara,C1,1981,1,1980,Low Fatalities
14638,13-OCT-1981,Boeing 737-2K2C,Air Malta,0.0,Cairo Internatio...,Egypt,C2,1981,0,1980,No Fatalities
14639,21-OCT-1981,Curtiss C-46A,Aeropesca Colombia,0.0,near Florencia,Colombia,H1,1981,0,1980,No Fatalities
14640,21-OCT-1981,Tupolev Tu-154B,Malev,0.0,Praha-Ruzyne Air...,Czech Rep.,A1,1981,0,1980,No Fatalities
14641,23-OCT-1981,Dc-10,American Airlines,0.0,New York-John F....,USA,H2,1981,0,1980,No Fatalities
14642,23-OCT-1981,Boeing 707-331C,TMA,0.0,Tokyo-Narita Air...,Japan,A1,1981,0,1980,No Fatalities
14643,26-OCT-1981,Lockheed L-749A Constellation (Vc-121B),Aerolineas Argo,3.0,near Saint Thomas Air...,U.S. Virgin Isl.,A1,1981,1,1980,Low Fatalities
14644,28-OCT-1981,Bn-2A Trislander Mk.Iii-2,Air Liberia,0.0,Foya Kamala,Liberia,U1,1981,0,1980,No Fatalities
14645,29-OCT-1981,Casa C-212 Aviocar 200,SANSA,0.0,San Miguel Airport,El Salvador,H2,1981,0,1980,No Fatalities
14646,31-OCT-1981,Dhc-6 Twin Otter 300,Cameroon Airlines,1.0,Bafoussam Airpor...,Cameroon,A1,1981,1,1980,Low Fatalities
14647,31-OCT-1981,Antonov An-2R,MIAT,6.146275647879436,Sukhbaatar Province,Mongolia,A1,1981,1,1980,Low Fatalities
14648,08-NOV-1981,Dc-9-32,AeromÃ©xico,18.0,near Zihuatanejo,Mexico,A1,1981,1,1980,Medium Fatalities
14649,09-NOV-1981,Antonov An-2R,ZUA,0.0,near Sennar,Sudan,A1,1981,0,1980,No Fatalities
14650,13-NOV-1981,Learjet 55,Gates Learjet,2.0,Waterkloof,South Africa,A1,1981,1,1980,Low Fatalities
14651,16-NOV-1981,Tupolev Tu-154B-2,"Aeroflot, Krasnoyarsk",99.0,Noril'sk Airport...,Russia,A1,1981,1,1980,High Fatalities
14652,16-NOV-1981,Aã©Rospatiale Sn.601 Corvette,Benin Government,4.0,near Lagos-Murtala Mu...,Nigeria,A1,1981,1,1980,Low Fatalities
14653,18-NOV-1981,Dhc-6 Twin Otter 300,British Antarctic Survey,0.0,Rothera Station,Antarctica,O1,1981,0,1980,No Fatalities
14654,21-NOV-1981,Douglas C-47 (Dc-3),Guatemala AF,4.0,Huehuetenango,Guatemala,A1,1981,1,1980,Low Fatalities
14655,26-NOV-1981,Boeing 707-337C,Air-India,0.0,Durban,South Africa,H2,1981,0,1980,No Fatalities
14656,26-NOV-1981,Antonov An-2P,"Aeroflot, Komi",15.0,near Ust-Kulom,Russia,A1,1981,1,1980,Medium Fatalities
14657,26-NOV-1981,Antonov An-2Tp,"Aeroflot, Komi",0.0,near Ust-Kulom,Russia,A2,1981,0,1980,No Fatalities
14658,28-NOV-1981,Fokker F-27 Friendship 400,Libyan Arab Airlines,0.0,near Kufra,Libya,A1,1981,0,1980,No Fatalities
14659,30-NOV-1981,Douglas Dc-6A,Guyana Airways,3.0,Saint Lucia-Vigi...,Saint Lucia,A1,1981,1,1980,Low Fatalities
14660,01-DEC-1981,Dc-9-81 (Md-81),Inex-Adria Aviopromet,180.0,near Ajaccio-Campo de...,France,A1,1981,1,1980,High Fatalities
14661,02-DEC-1981,Douglas Dc-4-1009,Aero Trades (Western),0.0,Spence Bay Airpo...,Canada,A1,1981,0,1980,No Fatalities
14662,05-DEC-1981,Boeing 707,TWA,0.0,"Cleveland, OH",USA,H2,1981,0,1980,No Fatalities
14663,06-DEC-1981,Ilyushin Il-62M,"Aeroflot, International",0.0,Moskva-Sheremety...,Russia,O1,1981,0,1980,No Fatalities
14664,07-DEC-1981,Dc-9,AVENSA,0.0,Havana-JosÃ© Mar...,Cuba,H2,1981,0,1980,No Fatalities
14666,07-DEC-1981,Boeing 727,AVENSA,0.0,Havana-JosÃ© Mar...,Cuba,H2,1981,0,1980,No Fatalities
14667,07-DEC-1981,Boeing 727-200,Libyan Arab Airlines,0.0,Beirut Internati...,Lebanon,H2,1981,0,1980,No Fatalities
14668,09-DEC-1981,Douglas C-47A (Dc-3),Turkish AF,5.0,near Anamur,Turkey,A1,1981,1,1980,Low Fatalities
14669,10-DEC-1981,Hawker Siddeley Dh-125-1A,SENSA,0.0,Laredo Internati...,USA,A1,1981,0,1980,No Fatalities
14670,12-DEC-1981,Boeing 727-25,Aeronica,0.0,Mexico City-Beni...,Mexico,C2,1981,0,1980,No Fatalities
14671,16-DEC-1981,Boeing 727-2J4,Sterling Airways,0.0,"Gander Airport, ...",Canada,A2,1981,0,1980,No Fatalities
14672,16-DEC-1981,Boeing 707-124,Hispaniola,0.0,Miami Internatio...,USA,A1,1981,0,1980,No Fatalities
14673,18-DEC-1981,Dhc-6 Twin Otter 300,ACES,13.0,near San Antero,Colombia,A1,1981,1,1980,Medium Fatalities
14674,18-DEC-1981,Antonov An-2Tp,"Aeroflot, Magadan",0.0,near Deputatskiy,Russia,A1,1981,0,1980,No Fatalities
14675,23-DEC-1981,Antonov An-26,"Aeroflot, Krasnoyarsk",2.0,near Severo-Yeniseysk...,Russia,A1,1981,1,1980,Low Fatalities
14676,28-DEC-1981,Douglas C-47B (Dc-3),Honduras AF,2.0,Puerto Lempira A...,Honduras,A1,1981,1,1980,Low Fatalities
14677,29-DEC-1981,Hawker Siddeley Hs-748,Eastern Provincial Airways,0.0,"Sydney Airport, ...",Canada,A1,1981,0,1980,No Fatalities
14680,??-???-1981,Dhc-5D Buffalo,Chilean AF,6.146275647879436,Punta Arenas-Pre...,Chile,A1,1981,1,1980,Low Fatalities
14681,??-???-1981,Douglas C-47B (Dc-3),Arax Airlines,6.146275647879436,Lagos/Ikeja Inte...,Nigeria,U1,1981,1,1980,Low Fatalities
14682,02-JAN-1982,Beech Uc-12B Huron,US Navy,1.0,near Pensacola Region...,USA,A1,1982,1,1980,Low Fatalities
14683,07-JAN-1982,Boeing 727-114,Aerotal Colombia,0.0,Barranquilla-Ern...,Colombia,H2,1982,0,1980,No Fatalities
14684,07-JAN-1982,Let L-410M,"Aeroflot, Georgia",18.0,near Gelendzhik,Russia,A1,1982,1,1980,Medium Fatalities
14685,08-JAN-1982,Swearingen Sa227-Ac Metro Iii,Crossair,0.0,ZÃ¼rich-Kloten A...,Switzerland,A2,1982,0,1980,No Fatalities
14686,11-JAN-1982,Learjet 25Xr,Redec Aviation,2.0,near Narsarsuaq,Greenland,A1,1982,1,1980,Low Fatalities
14687,13-JAN-1982,Boeing 737-222,Air Florida,6.146275647879436,near Washington-Natio...,USA,A1,1982,1,1980,Low Fatalities
14688,14-JAN-1982,Antonov An-26,Ethiopian AF,73.0,near Addis Ababa,Ethiopia,A1,1982,1,1980,High Fatalities
14689,16-JAN-1982,Yakovlev Yak-40,"Aeroflot, Kazakstan",0.0,Shevchenko,Kazakhstan,A1,1982,0,1980,No Fatalities
14690,17-JAN-1982,Convair Cv-440-75,Island Airlines Hawaii,0.0,Pearl Harbor Cha...,USA,A1,1982,0,1980,No Fatalities
14691,18-JAN-1982,Convair Hc-131A (Cv-240),US Coast Guard,0.0,Corpus Christi N...,USA,A1,1982,0,1980,No Fatalities
14692,19-JAN-1982,Canadair Cl-44D4-1,AECA,0.0,Miami Internatio...,USA,A1,1982,0,1980,No Fatalities
14693,21-JAN-1982,Douglas Dc-3A,Tursair,0.0,Opa-locka Airpor...,USA,A1,1982,0,1980,No Fatalities
14694,21-JAN-1982,Douglas C-54E (Dc-4),French Navy,7.0,near Noumea-Tontouta ...,New Caledonia,A1,1982,1,1980,Low Fatalities
14695,23-JAN-1982,Dc-10-30Cf,World Airways,2.0,Boston-Logan Int...,USA,A1,1982,1,1980,Low Fatalities
14696,25-JAN-1982,Antonov An-24Rv,Tarom,7.0,Constanta Airpor...,Romania,A1,1982,1,1980,Low Fatalities
14697,25-JAN-1982,Antonov An-2R,Ministry for Agriculture and Nutrition,6.146275647879436,BÃ¡csbokod,Hungary,A1,1982,1,1980,Low Fatalities
14698,26-JAN-1982,Boeing 707-348C,Alyemda,0.0,Damascus Interna...,Syria,C1,1982,0,1980,No Fatalities
14699,27-JAN-1982,Boeing 727-114,Aerotal Colombia,0.0,"BogotÃ¡, Cali",Colombia,H2,1982,0,1980,No Fatalities
14700,01-FEB-1982,Beech 99,Pilgrim Airlines,0.0,"Groton, CT",USA,A1,1982,0,1980,No Fatalities
14701,02-FEB-1982,Boeing 737-200,Air Florida,0.0,Havana,Cuba,H2,1982,0,1980,No Fatalities
14702,03-FEB-1982,Nord 2501 Noratlas,French AF,36.0,Mount Garbi,Djibouti,A1,1982,1,1980,Medium Fatalities
14703,04-FEB-1982,Beech 200 Super King Air,Unknown,6.146275647879436,Caracas,Venezuela,A1,1982,1,1980,Low Fatalities
14704,05-FEB-1982,Canadair Cl-44D4-2,Affretair,0.0,Salisbury Airpor...,Zimbabwe,O1,1982,0,1980,No Fatalities
14705,05-FEB-1982,Fairchild C-123J Provider,South Korea AF,53.0,near Jeju (Cheju) Int...,South Korea,A1,1982,1,1980,High Fatalities
14706,07-FEB-1982,Fairchild C-119 Flying Boxcar,Indian AF,23.0,near Jammu,India,A1,1982,1,1980,Medium Fatalities
14707,09-FEB-1982,Dc-8-61,JAL,24.0,Tokyo-Haneda Air...,Japan,A1,1982,1,1980,Medium Fatalities
14708,09-FEB-1982,Douglas C-47A (Dc-3),Trans Air Services,3.0,Mt. Ipao,Philippines,A1,1982,1,1980,Low Fatalities
14709,11-FEB-1982,Antonov An-26,Vietnam People's Air Force,1.0,within Prachinburi,Vietnam,C1,1982,1,1980,Low Fatalities
14710,11-FEB-1982,Let L-410M,"Aeroflot, Yakutsk",0.0,Batagay Airport,Russia,O1,1982,0,1980,No Fatalities
14711,13-FEB-1982,Boeing 727-200,Braniff Airways,0.0,Amarillo Interna...,USA,H2,1982,0,1980,No Fatalities
14712,16-FEB-1982,Namc Ys-11A-621,Reeve Aleutian Airways,0.0,near King Salmon Airp...,USA,A2,1982,0,1980,No Fatalities
14713,17-FEB-1982,Boeing 727-235,Pan Am,0.0,Miami Internatio...,USA,A2,1982,0,1980,No Fatalities
14714,19-FEB-1982,Douglas Dc-6Bf,LAC Colombia,4.0,near Subachoque,Colombia,A1,1982,1,1980,Low Fatalities
14715,20-FEB-1982,Bn-2A-9 Islander,Army Parachute Association,0.0,"Netheravon, Wilt...",U.K.,A1,1982,0,1980,No Fatalities
14716,21-FEB-1982,Dhc-6 Twin Otter 100,Pilgrim Airlines,1.0,Scituate Reservo...,USA,A1,1982,1,1980,Low Fatalities
14717,24-FEB-1982,Boeing 707-300,Kuwait Airways,0.0,Beirut Internati...,Lebanon,H2,1982,0,1980,No Fatalities
14718,26-FEB-1982,Boeing 737-2R8C,Air Tanzania,0.0,"Nairobi, Jeddah,...",U.K.,H2,1982,0,1980,No Fatalities
14719,01-MAR-1982,Boeing 727,United Airlines,0.0,Miami Internatio...,USA,H2,1982,0,1980,No Fatalities
14721,07-MAR-1982,Lockheed C-141B Starlifter,USAF,0.0,Columbia-McEntir...,USA,O1,1982,0,1980,No Fatalities
14723,11-MAR-1982,Dhc-6 Twin Otter 300,WiderÃ¸es Flyveselskap,15.0,near Gamvik,Norway,A1,1982,1,1980,Medium Fatalities
14724,13-MAR-1982,Boeing Kc-135A,USAF,4.0,near Phoenix-Luke AFB...,USA,A1,1982,1,1980,Low Fatalities
14725,15-MAR-1982,Antonov An-26,Soviet Navy,9.0,near Anapa Airport (AAQ),Russia,A1,1982,1,1980,Low Fatalities
14726,17-MAR-1982,Airbus A300B4-203,Air France,0.0,Sana'a Internati...,Yemen,A1,1982,0,1980,No Fatalities
14728,19-MAR-1982,Boeing Kc-135A,USAF,27.0,"Greenwood, IL",USA,A1,1982,1,1980,Medium Fatalities
14729,20-MAR-1982,Fokker F-28 Fellowship 1000,Garuda,27.0,Bandar Lampung-B...,Indonesia,A1,1982,1,1980,Medium Fatalities
14730,21-MAR-1982,Lockheed L-188Af Electra,Zantop,0.0,Macon-Lewis B. W...,USA,O1,1982,0,1980,No Fatalities
14731,21-MAR-1982,Lockheed L-188Af Electra,Zantop,0.0,Macon-Lewis B. W...,USA,O1,1982,0,1980,No Fatalities
14732,26-MAR-1982,Dornier 228-100,Dornier,3.0,near Igenhausen,Germany,A1,1982,1,1980,Low Fatalities
14733,26-MAR-1982,Vickers 745D Viscount,Aeropesca Colombia,21.0,near QuÃ©tame,Colombia,A1,1982,1,1980,Medium Fatalities
14734,??-MAR-1982,Douglas C-117D (Dc-3),Foreman Flying Service,6.146275647879436,unknown,Unknown country,U1,1982,1,1980,Low Fatalities
14735,05-APR-1982,Boeing 727,Delta Air Lines,0.0,Havana-JosÃ© Mar...,Cuba,H2,1982,0,1980,No Fatalities
14736,11-APR-1982,Lockheed L-100-20 Hercules,Northwest Territorial Airways,0.0,Paulatuk Airport...,Canada,O1,1982,0,1980,No Fatalities
14738,13-APR-1982,Lockheed C-130H Hercules,USAF,27.0,near Gevenlik,Turkey,A1,1982,1,1980,Medium Fatalities
14740,17-APR-1982,A.W. Aw-650 Argosy 102,Air Bridge Carriers,0.0,Belfast Internat...,U.K.,A1,1982,0,1980,No Fatalities
14742,24-APR-1982,Antonov An-12B,"Aeroflot, International",0.0,Novyj Urengoj Ai...,Russia,A1,1982,0,1980,No Fatalities
14743,26-APR-1982,Hawker Siddeley Hs-121 Trident 2E,CAAC,112.0,near Yangsuo,China,A1,1982,1,1980,High Fatalities
14744,28-APR-1982,Dhc-7-102,ANHSA,0.0,Havana-JosÃ© Mar...,Cuba,H2,1982,0,1980,No Fatalities
14745,29-APR-1982,Lockheed C-130H Hercules,Ecuador Air Force,7.0,near Quito-Mariscal S...,Ecuador,A1,1982,1,1980,Low Fatalities
14746,30-APR-1982,Antonov An-24V,LOT,0.0,Berlin-Tempelhof...,Germany,H2,1982,0,1980,No Fatalities
14747,01-MAY-1982,Douglas Dc-7B,Kinney Air Tankers,6.146275647879436,Glendive-Dawson ...,USA,O1,1982,1,1980,Low Fatalities
14748,01-MAY-1982,Bn-2A-27 Islander,FIGAS,0.0,Port Stanley Air...,Falkland Isl.,C1,1982,0,1980,No Fatalities
14749,03-MAY-1982,Gulfstream American G-1159 Gulfstream Ii,Algerian Government,14.0,Qotur,Iran,C1,1982,1,1980,Medium Fatalities
14750,03-MAY-1982,Shorts Sc.7 Skyvan 3M-400,Argentine Coast Guard,0.0,Port Stanley Air...,Falkland Isl.,O1,1982,0,1980,No Fatalities
14751,03-MAY-1982,Shorts Sc.7 Skyvan 3M-400,Argentine Coast Guard,0.0,Port Stanley Air...,Falkland Isl.,O1,1982,0,1980,No Fatalities
14752,05-MAY-1982,Convair Cv-440,T.A. Unidos,0.0,La Paz-El Alto A...,Bolivia,A1,1982,0,1980,No Fatalities
14753,06-MAY-1982,Learjet 23,IBEX Corp.,4.0,"near Savannah, GA (At...",USA,A1,1982,1,1980,Low Fatalities
14754,07-MAY-1982,Douglas C-47A (Dc-3),Kenn Borek Air,0.0,Calgary Internat...,Canada,A1,1982,0,1980,No Fatalities
14755,07-MAY-1982,Antonov An-2,"Aeroflot, West Siberia",5.0,near Tashtagol,Russia,A1,1982,1,1980,Low Fatalities
14756,09-MAY-1982,Dhc-7-103,Alyemda,23.0,near Aden Internation...,Yemen,A1,1982,1,1980,Medium Fatalities
14757,10-MAY-1982,Curtiss C-46F,Aeronica,0.0,Puerto LimÃ³n Ai...,Costa Rica,H2,1982,0,1980,No Fatalities
14758,11-MAY-1982,Antonov An-2R,"Aeroflot, Ukraine",0.0,Sputendorf,Germany,A1,1982,0,1980,No Fatalities
14759,11-MAY-1982,Antonov An-2Tp,Hungarian Defense Association,9.0,HÃ¡rmashatÃ¡rhegy,Hungary,A1,1982,1,1980,Low Fatalities
